OlpyplEJ_c_hFxyand_Wxw,"['Szechuan', 'Asian Fusion', 'Chinese', 'Restaurants']"
4QtD359vkU7Jq8vP0uQEww,"['Thai', 'Restaurants']"
EoAGtbjhSCVYuZkovYzCew,"['Thai', 'Restaurants']"
FKTcQuHlp2xHyIHWVoQVyA,"['Seafood', 'Hawaiian', 'Filipino', 'Restaurants']"
5OX1kKlNHCaDmGq4qrFBmQ,"['Fast Food', 'Chinese', 'Restaurants']"
v7MUuEMklzvR7Ry1qzI8dw,"['International', 'Mediterranean', 'Restaurants']"
LCaM4_fWmSwsrYr9asXCBw,"['Mexican', 'Tex-Mex', 'Restaurants']"
7UGc_-sDF1myq0fkneYocg,"['Food', 'Bakeries', 'Coffee & Tea', 'Sandwiches', 'Restaurants']"
eIxU721q44-vQM-z6UJBbw,"['Indian', 'Buffets', 'Restaurants']"
o2BeeJmpf_J9EmC8HQoHRA,"['Food', 'Convenience Stores', 'American (New)', 'Cafes', 'Restaurants']"
3blIhJnJSbdKffEFRlDVnw,"['Cafes', 'Restaurants']"
Ng64OojrfYmtyBtv_0UMnw,"['Cafes', 'Restaurants']"
bctAeRstsGS7fNeNR5bIvQ,"['Food', 'Juice Bars & Smoothies', 'Cafes', 'Sandwiches', 'Restaurants']"
Gd24R5M3-sxt3TfsoplmgA,"['Restaurants', 'Italian']"
tStrc2zX1yIxSAXb4ZmK1g,"['Vietnamese', 'Restaurants']"
2pmMehsVKnwhgWPSOxrkjA,"['Chinese', 'Restaurants']"
j61tzz0XkdFV8YUBZNNzhw,"['Mexican', 'Restaurants']"
dwz55gqPZwSBD74yFFb27g,"['Sushi Bars', 'Taiwanese', 'Chinese', 'Restaurants']"
_GnpdDmPqtrXkUHZ8YtvwA,"['Seafood', 'Fish & Chips', 'American (New)', 'Restaurants']"
AV81CF9cHqUW0HKaELreYA,"['Bars', 'Nightlife', 'Lounges', 'Restaurants']"
ETDtTBzXS8ag-AQKTr2lSA,"['Burgers', 'Fast Food', 'Restaurants']"
QySefgRL-TSHDNEd336FtA,"['Asian Fusion', 'Hawaiian', 'Restaurants']"
K_c-MUrg2x6waZbymnTd_g,"['Vegetarian', 'Indian', 'Restaurants']"
IcwFdWGnetL2EW_n-GiMnQ,"['Fast Food', 'Chinese', 'Restaurants']"
u4gTf8OO6ywnnBUp7UL_vA,"['Japanese', 'Restaurants']"
sJYgtBb-To4rG12ANUtYmw,"['Tapas/Small Plates', 'Italian', 'Cafes', 'Restaurants']"
npPXKUwvNLiEpFcRjV75BA,"['German', 'Baden', 'French', 'Restaurants']"
iung9K8cFAPLdA9k2DUoxA,"['Barbeque', 'Restaurants']"
1aFu-WWB_5slFJrT7enPJQ,"['Indian', 'Restaurants']"
PeqiU4qUevbRas9Z7YeOcQ,"['German', 'Gastropubs', 'Restaurants']"
zlqTqki1aZUAuVnDsFsvYg,"['American (Traditional)', 'Fast Food', 'Restaurants']"
nUINWeDBHOliyCU13vXTMA,"['British', 'Restaurants']"
JJi5HMpypL3xNB5HjTMeCg,['Restaurants']
APMFrcI9ofNkIR-FVTgUTQ,"['Sushi Bars', 'Japanese', 'Restaurants']"
iKXnctUJOVxenM42ERcekg,"['Delis', 'Fast Food', 'Sandwiches', 'Restaurants']"
xDkOGclosu2DwStYv4KJ-g,"['Food', 'Delicatessen', 'Mexican', 'Restaurants']"
9BQD2pc89Hd6QMR-eaZmJg,"['Sushi Bars', 'Restaurants']"
kata831HVR1jNpw1U17-nw,"['American (Traditional)', 'Restaurants']"
NEQWVqJV84nX6HqRMT2oaw,"['American (Traditional)', 'Pizza', 'Restaurants']"
6thw6oE4W40yo4nFD9tQ7g,"['Seafood', 'Restaurants', 'Italian']"
oY8GbtjAbisKsv72CJgd9Q,"['Breakfast & Brunch', 'Restaurants']"
M3kcXy-2-5HPOtru3sR56w,"['Southern', 'Restaurants']"
U9O4sfjPcf12oCrd2JHgDg,"['Pubs', 'Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
HV-0vQADkXSKqFCz9HH7vQ,"['Bars', 'Nightlife', 'Lounges', 'American (New)', 'Sports Bars', 'Restaurants']"
lmjvqiuFQnT9Du5JwmUkRQ,"['Burgers', 'Seafood', 'Salad', 'Restaurants']"
YxQ1ssiSvjmprGHKygKfcg,"['Hawaiian', 'Food', 'Ethnic Food', 'Japanese', 'Specialty Food', 'Restaurants']"
vA9_gPFah2cTI-N6pGwe7g,"['Polish', 'Sandwiches', 'Salad', 'Restaurants']"
Adv2mnKcAPSmmVKcyrp3Aw,"['Pizza', 'Restaurants']"
4O9Du_JiAvz24b2VSOJNTA,"['Food', 'Ethnic Food', 'Specialty Food', 'Barbeque', 'Restaurants']"
k9jVAnCxDUfg3f9CN9boRw,"['Burgers', 'Fast Food', 'Restaurants']"
xPSLlgEewbXbjsy-LdsBsg,"['Breakfast & Brunch', 'Delis', 'Sandwiches', 'Restaurants']"
AAaF8hc_KTjhi-2HzWdsRg,"['Gastropubs', 'Steakhouses', 'Restaurants']"
VH3TvCOo2jZ6t-b87DylBA,"['Sushi Bars', 'Restaurants']"
HCMqZu5kHKnf58FMhQ7_BA,"['Burgers', 'Fast Food', 'Restaurants']"
tMzGMo61zvpfh7g1JtMacg,"['German', 'Greek', 'Restaurants']"
ToEeSAbhSdksGPlrqDtyQg,"['Chicken Wings', 'Restaurants']"
m9Wqqma30o-hH2fAX7dnug,"['Chinese', 'Restaurants']"
Icg2QO-uIaCP23ldXUHTRA,"['Sushi Bars', 'Japanese', 'Restaurants']"
D2o7d1lDPaz66_CqCkAZfw,"['Pubs', 'Bars', 'Nightlife', 'British', 'Restaurants']"
lk5FDr0ZG9ZCZATGikzdQg,"['Breakfast & Brunch', 'Restaurants']"
VhPl4EC9czYKx6T0ZyIwJw,"['Pizza', 'Restaurants']"
8KMKAkdZ8BLiKXlhWRw14A,"['Hotels & Travel', 'Restaurants', 'Event Planning & Services', 'Hotels']"
oPryOTTtcjR0-vMwEpfHig,"['Sandwiches', 'Restaurants']"
xHVequQXQGVd1aT27HS6_Q,"['Burgers', 'Restaurants']"
pdAWHGkI0zK8BFG1EQr8Bw,"['Korean', 'Restaurants']"
p6Y6bIbFQz762am7EqsczA,"['Pizza', 'Restaurants']"
UIMq21p_fJM1vxi5599-qA,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']"
_tYZuomgsRsye59b1baGSQ,"['Mexican', 'Restaurants']"
_AvHni-xdRHmZ3XfYHwGkg,"['Modern European', 'American (New)', 'Ramen', 'Japanese', 'Restaurants']"
Yhbh_xG7YIO9iKNXMqO8Lw,"['Chinese', 'Restaurants']"
xEut_K9v-qeu7KkeZOmQZQ,"['Hot Dogs', 'American (Traditional)', 'Restaurants']"
8FfPslsUSfBMVrvxHAV4FQ,"['Bakeries', 'Food', 'Gluten-Free', 'Restaurants']"
TMZP6Kzkc-FytzgbgIC9JA,"['Sushi Bars', 'Japanese', 'Restaurants']"
1dnarzaw3bwFrK38hldi_Q,"['Mexican', 'Restaurants']"
ho0ycCxMxuQmcIS-aIj-TQ,"['Bars', 'American (Traditional)', 'Food', 'Nightlife', 'Fast Food', 'Sports Bars', 'Restaurants']"
93MSg7oEwF8VkIAS-oDtdw,['Restaurants']
u-JyVztsrx2f9sZKm5FvWQ,"['Burgers', 'American (Traditional)', 'Restaurants']"
8zTes4kUSoM161AD7G6DsQ,"['Delis', 'Restaurants']"
SSZ5ESIRKXTyxw4XbIkrZQ,"['Greek', 'Restaurants']"
BD6ZagiqpqoUpi1Xb8mp2Q,"['Sushi Bars', 'Japanese', 'Restaurants']"
MKAqq8Vpn3eqU7K5cP_MVQ,"['Burgers', 'Fast Food', 'Restaurants']"
5UYcl5iBg3boDIXZ7b7LPw,"['Mexican', 'Restaurants']"
hRjxfnGjQCIhK8nhRlO6fA,"['Afghan', 'Middle Eastern', 'Halal', 'Restaurants']"
JgGpBGMAb1Nc2Z5jVIwZMA,"['Chinese', 'Restaurants']"
Ws1OPNnF5gpJT3pas64ceg,"['American (New)', 'Restaurants']"
zwToyWL4dT1clsFPK9wI2w,"['Restaurants', 'Italian']"
y61Tq9hErVKoT6w-qyRpwQ,"['Chinese', 'Restaurants']"
pcIPHOoQZuQFfarij73Qcw,"['Burgers', 'Fast Food', 'Restaurants']"
DxnQjhwf2h2qxB7N-mCVAw,"['German', 'Greek', 'Restaurants']"
ABmevO0IxajAW21WqwtPmQ,"['Sushi Bars', 'French', 'Restaurants']"
BU5j4XmGAanDPZ_U9IABaA,"['Food', 'Gastropubs', 'Breweries', 'Beer Garden', 'Restaurants']"
zRg_Zh5z_RS36dx8Fxfe8Q,"['Caribbean', 'Restaurants']"
DNdb2LwLnMiLIhFJnYRoLQ,"['Pizza', 'Mediterranean', 'Restaurants']"
r6BjpO5TOTkEPHAj1dnVhQ,"['Korean', 'Sushi Bars', 'Restaurants']"
W_Msbf_GUkDCuJX0uc8mtw,"['Pizza', 'Restaurants']"
ZbZ36yx7ynlxApF7McWtUA,"['Burgers', 'American (Traditional)', 'Sandwiches', 'Restaurants']"
ZZz_VVWhimxiSYOMlojfZQ,"['Grocery', 'Food', 'Ethnic Food', 'Specialty Food', 'German', 'Restaurants']"
V9ZVTBxrRwkEV0Sc5LHuLA,"['Bars', 'Wine Bars', 'Nightlife', 'Beer Bar', 'American (New)', 'Restaurants']"
X4M2eZFUlzkPwI1xr8ZdhA,"['Thai', 'Noodles', 'Restaurants']"
kkJjyRQHnFYojucX1XrV8Q,"['Bars', 'American (Traditional)', 'Food', 'Breweries', 'Nightlife', 'Restaurants']"
dCFvHiqAWLMZu_z2eK8xHg,['Restaurants']
g8EEkREQy7USDiNWbJU1gA,"['American (Traditional)', 'Restaurants']"
VhTkkvvm7X9rkfxtzWHIFw,"['Food', 'Tea Rooms', 'Chinese', 'Restaurants']"
EeLiNCQL8JGxHjBi8N3lRw,"['Soup', 'Fast Food', 'Sandwiches', 'Restaurants']"
RBoU_WZIPnZBNlbb2DHzHA,"['American (Traditional)', 'Diners', 'Restaurants']"
lzQb54_a6dhaHzLHA1d_fw,"['Food', 'Coffee & Tea', 'Cafes', 'Restaurants']"
ASymmzRviIlU8mrIhFOg9g,"['Barbeque', 'Restaurants']"
WoQwW8hWHPz7uiL_8zHwwQ,"['Bars', 'Restaurants', 'Karaoke', 'Filipino', 'Nightlife']"
VHehbRMOnPFVjnNdKGf-qQ,"['Bars', 'Mexican', 'British', 'Pubs', 'Nightlife', 'Restaurants']"
per-wM-N-G6_UGlJTzJZeQ,"['Barbeque', 'Restaurants']"
DJ2kpzMiRn5DWLi9u6XUkw,['Restaurants']
Vz4Zan4bV_S7PUAOsKzvOw,"['Food', 'Vegetarian', 'Juice Bars & Smoothies', 'Restaurants']"
qIHrAkKbmnNfR_UXOf71Tw,"['Barbeque', 'Restaurants']"
2fiJ2xbp-HgHA0X8zttrdw,"['Breakfast & Brunch', 'Restaurants']"
O00-JlnF0TtbYb3i7xQ_ZA,"['Pizza', 'Restaurants']"
-ypSXxstO11bNUl2Lhf5KQ,"['American (Traditional)', 'Sandwiches', 'Restaurants']"
tQTqlMW0sODNbe188ah1Yg,"['Greek', 'Mediterranean', 'Restaurants']"
jFbg3LDOmuqOzzkKGCV5tA,"['Burgers', 'Hot Dogs', 'Chicken Wings', 'Restaurants']"
xs3SYPxPU1MksUOeQ9F32A,"['Indian', 'Restaurants']"
xtW28KmwigJ8fAPgT6OkFw,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
T63pR4m_1UmRgcaapVUSLA,"['Seafood', 'Fast Food', 'Filipino', 'Restaurants']"
XtbOSF9IWWIP57NQ5uBupA,"['Breakfast & Brunch', 'Mexican', 'Diners', 'Restaurants']"
DJze-lgFSmKJtMROr2Vddw,"['Vietnamese', 'Restaurants']"
OSL98Keoc2FSNx4a3ge5Uw,"['Breakfast & Brunch', 'Restaurants']"
GKe4j0FMpaN_4QUcSSUPcw,"['Italian', 'Pizza', 'Restaurants']"
PxeX1M8WtyPxX1MuuGIh-g,"['Sandwiches', 'Delis', 'Breakfast & Brunch', 'Restaurants']"
t259KzpmEzYRJ1bx4RO9sA,"['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']"
iAHNZo6GF4C3N-z8u2C_ww,"['Fast Food', 'Restaurants']"
PesjIUpxBigUMLHcj8CUNA,"['Pizza', 'Restaurants']"
OWBd-CAE_H7UqpxRJCmuiw,"['American (New)', 'Restaurants']"
YjPVr7OktptCtORjq5da2A,"['Fast Food', 'Restaurants']"
IbYYCuGqR4Lgfvf_WJTNuw,"['Restaurants', 'Italian']"
EEVgrbZXZAMUw0hm3WyA7Q,"['Food', 'Desserts', 'Breakfast & Brunch', 'French', 'Restaurants']"
Lm66qO4tvs5UiThGynfejg,"['Fast Food', 'Sandwiches', 'Restaurants']"
l8JIAsWIO2-0g7jftcD3nw,"['Pubs', 'Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
L3SsS_yntv9vJUUUwzMYcQ,"['Food', 'Desserts', 'Pizza', 'Salad', 'Restaurants']"
9XwQbxUBLzTEzb0sbEqHwQ,"['Soup', 'Scottish', 'British', 'Restaurants']"
_9sV86cPngkNrrkrTTvlEw,"['German', 'Baden', 'Restaurants']"
KRyIxFeGPDy6PKEqOGZM9A,"['Pizza', 'Restaurants']"
kxe9jeDE1XWxK0O6mw7dLA,"['Barbeque', 'Restaurants']"
QF0v0RPVXIsAluw3TIfMWg,"['Bakeries', 'Food', 'Breakfast & Brunch', 'Portuguese', 'Restaurants']"
ID9lU3TXgpT363snE9gJqA,"['Mexican', 'Restaurants']"
8HmSt7fRFe-uH6i4yCmJQQ,"['Fast Food', 'Chicken Wings', 'Restaurants']"
8G3gD8OJdnmPz1o9bg2yCw,"['Vietnamese', 'Restaurants']"
4DpqEjsFyH0y9B5QvdR8Gg,"['Japanese', 'Restaurants']"
l-fiUbBlNcmWm43hkw8gHA,"['Soup', 'Sandwiches', 'Salad', 'Restaurants']"
Lj4kC3eahN1VVK9ai7QmAQ,"['Fondue', 'Restaurants']"
VsJLaw_o8LbeNtp5q5gboA,"['Mexican', 'Restaurants']"
AHrBnZhMnWtb9Eqenzy1BQ,"['Mexican', 'Restaurants']"
SvDuRiDpLpr5VRm3aqw8Eg,"['Indian', 'Arts & Entertainment', 'Asian Fusion', 'Festivals', 'Restaurants']"
-3yID57d0cMpYZZr13CTHw,"['Breakfast & Brunch', 'Mediterranean', 'Restaurants']"
2DOJ2GyphXQf_f3OKJEPzw,"['Mexican', 'Restaurants']"
mIZtOBX0weIY48IsEcmJuw,"['Fast Food', 'Restaurants']"
19gGxL5cofD_CsA_3vOPKg,"['Food', 'Donuts', 'Coffee & Tea', 'Fast Food', 'Restaurants']"
n0aCzyrw7AKECzmmXvAf7w,"['Fast Food', 'Fish & Chips', 'Restaurants']"
4oYMRD8vawSyXTdFl3-nPA,"['Mediterranean', 'Restaurants']"
mOy9Ov5gDzfQk2ymOTr75w,"['Food', 'Coffee & Tea', 'Internet Cafes', 'Sandwiches', 'Restaurants']"
iEE1GLipVAGN9wHNT-TLlw,"['Chinese', 'Restaurants']"
mP2yP4gvbHVpU0zIOOcg7A,"['Brasseries', 'Seafood', 'Restaurants']"
qucZdwFc81JX6jDHt3aY9A,"['Fast Food', 'Sandwiches', 'Restaurants']"
sOcZcXcNm8LmdoOYqEDqpg,"['Food', 'Coffee & Tea', 'American (Traditional)', 'Restaurants']"
d5NCb9EFgsE4oPlnSXdIgg,"['Japanese', 'Chinese', 'Restaurants']"
6BuCNx2gO_GYiXm2KRdMXQ,"['American (Traditional)', 'Cafes', 'Restaurants']"
MFPk16G7fAxnCKTyfjw8Vw,"['Vegetarian', 'American (New)', 'Mediterranean', 'Restaurants']"
orR3vRXIdRMPlrz9_KH52w,"['Food', 'Coffee & Tea', 'Sandwiches', 'Restaurants']"
wOL5PrOe0yG0wWz7aAEoXQ,"['Mexican', 'Restaurants']"
XZZBFKfxi_I8RFla028zmw,"['Asian Fusion', 'Restaurants']"
zpklQc_ZFmybXUYIm6w1Bg,"['Vietnamese', 'Restaurants']"
NtizlEdtnJX0tteMdZ-6tw,"['Sandwiches', 'Restaurants']"
Xq9tkiHhyN_aBFswFeGLvA,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
DgMBkHxODShJh1aMMGJFlA,"['Chinese', 'Restaurants']"
wE_exQZBL8sMy2DilI5qAQ,"['Chicken Wings', 'Restaurants']"
FM3JgsDg5vLJ2x1_NM9CcA,"['Bars', 'Mexican', 'Nightlife', 'Restaurants']"
z2gP9moC7j-OgM0K7Au9uw,"['Burgers', 'Breakfast & Brunch', 'Restaurants']"
JobM5ba26fAzMH_o0KEgAg,"['Sushi Bars', 'Japanese', 'Restaurants']"
RnZEnyoZtE4sXTWee45i9w,"['Restaurants', 'Karaoke', 'Filipino', 'Nightlife']"
lZ81---gEa_a6yS7x1euPA,"['Sushi Bars', 'Chinese', 'Restaurants']"
OBU1RnQ1Ms69ANAzu2LZPw,"['Food', 'Mexican', 'Butcher', 'Restaurants']"
Pu5uzlZ05pqVlx6LcZbfgw,"['Italian', 'Pizza', 'Restaurants']"
pkymE_0e7IxrQJhYaGtaCA,"['Sandwiches', 'Restaurants']"
ElTdljGpkETYZIYegTK9JA,"['Burgers', 'Diners', 'French', 'Restaurants']"
PEezgevlEHjujMN1qTQH1g,"['Cajun/Creole', 'American (New)', 'Restaurants']"
NdQtG_7Ndvgtsi34-4RnMg,"['Vegan', 'Restaurants']"
1TsUj0DVJ0y_bTTdmphmvw,"['Mexican', 'Restaurants']"
UCnMFSurhwxXljPIzrmfUA,"['Pizza', 'Restaurants']"
40_99L6HTtK_eHHT_tCjmw,"['Delis', 'Restaurants']"
FCjv7fiz3VK-T-0X4q228g,"['Fast Food', 'Chicken Wings', 'Restaurants']"
DjQpFG7EFx8yb5MkXC75ng,"['Vegan', 'Restaurants']"
LdBOo8U_ygMIw1lfSJwoUg,"['Gluten-Free', 'Pizza', 'Restaurants']"
GnJKfQ_rjNwlfNb-A4CBvQ,"['Chicken Wings', 'Restaurants']"
y6sNNP97UCSl_p2o5Wm40A,"['Greek', 'Vegetarian', 'Mediterranean', 'Restaurants']"
b3m7PUh16AWtPGrqTfYFlA,"['Greek', 'Restaurants']"
iNvY0zAlaD_ye7Z6rHu-Ug,"['Burgers', 'Hot Dogs', 'Restaurants']"
3kO4E-C1V_rKQ5Uq16_BPA,"['Delis', 'Sandwiches', 'Salad', 'Restaurants']"
kzPMaCsccpwTbLvT5IsRIg,"['Live/Raw Food', 'Seafood', 'Restaurants']"
FUKRPXgUx9Gm8xo4c9VosQ,"['Sandwiches', 'Restaurants']"
TyweDBRrO_bI_dZ9c7_5Aw,"['Sandwiches', 'Bars', 'Restaurants', 'Sports Bars', 'Nightlife']"
4xTEUanoQgInQXRMBZtYuQ,"['Burgers', 'Fast Food', 'Restaurants']"
2qqzGBLM9VFwjIuiEKHspg,"['Seafood', 'Restaurants']"
0w46K_07XbKvCMe8qV6Qow,"['Chinese', 'Restaurants']"
kE7hkm4gn8dHvGFwqy6foQ,"['American (Traditional)', 'American (New)', 'Restaurants']"
O_wVKStXEt3rgZc6MjROqA,"['Chicken Wings', 'Restaurants']"
nvaAUTTl7oqiJDhuimNG6A,"['Breakfast & Brunch', 'Restaurants']"
Pfb6VOIiroqDWOebfgWGPQ,"['Pubs', 'Bars', 'Nightlife', 'Restaurants']"
2pUfZfry5F0OLI8QoqVtxg,"['Fast Food', 'Sandwiches', 'Restaurants']"
EKju94L6tR7kFO9Wthk6CQ,"['Bars', 'Nightlife', 'Beer Bar', 'American (New)', 'Sports Bars', 'Restaurants']"
7UNVc5Nxho5y9U6quo_rug,"['Indian', 'Buffets', 'Himalayan/Nepalese', 'Restaurants']"
7PS_ozDjv5NnpdZGcOsDvQ,"['Korean', 'Restaurants']"
0Rf3R61n9Ac45mS408n4Ww,"['Food', 'Desserts', 'Breakfast & Brunch', 'Cafes', 'Restaurants']"
OcUfOB8ullNN5C7D6kCx4w,"['Italian', 'Pizza', 'Restaurants']"
c8XxMc2nWxdKQlIZbZwOlA,"['Sushi Bars', 'Restaurants']"
Hj07HBtWfMPjtMGB1cFZvA,"['Pizza', 'Restaurants']"
NO8EuoNtzIzl8bWcbANpUg,"['Mexican', 'Tex-Mex', 'Restaurants']"
WWLSUH4M4DYw86mhvCKyeA,"['Fast Food', 'Hot Dogs', 'Restaurants']"
c7pCjV1jaM1-o6FS0gB9Zg,"['Buffets', 'Restaurants']"
sDozh6iTylTJD26d7xcgGw,"['Arts & Entertainment', 'American (Traditional)', 'Music Venues', 'Bars', 'Nightlife', 'Restaurants']"
Lfjh90yNwBiUIGmVwM4ImA,"['Fast Food', 'Chinese', 'Restaurants']"
-a22bjfNCVL0gvKpd6RakA,"['Korean', 'Sushi Bars', 'Japanese', 'Restaurants']"
Jgq3orKuIsHINWt2UFASpQ,"['Restaurants', 'Italian']"
g4BHJNZPE5mMKYUzpq86CQ,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
qmBe454___zibq_r4AQIAg,"['Sushi Bars', 'Japanese', 'Restaurants']"
amPr1pCQLed83XltrfI8MQ,"['Japanese', 'Sushi Bars', 'Asian Fusion', 'Restaurants']"
r3r_bAfa6pZKIhQB82FizQ,"['Food', 'Ice Cream & Frozen Yogurt', 'Restaurants', 'Italian']"
nz97EGzppkXKU_4cFuDxOg,"['Thai', 'Chinese', 'Restaurants']"
V3P4YnU1x9OttGfY-VfmOA,"['Korean', 'Restaurants']"
PsKAMRgeydy54ytW8xWKCw,"['Indian', 'Restaurants']"
YVmP0J7WjYKvbhAknWIUaw,"['Sushi Bars', 'Japanese', 'Restaurants']"
A32mYktgckODsMR3gM3hRQ,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife']"
CMI3SF1-YwAEfUXYkKS53Q,"['Fast Food', 'Mexican', 'Restaurants']"
cnugQPvKa5Mq0bHj145gjg,"['Food', 'Ethnic Food', 'Asian Fusion', 'Specialty Food', 'Restaurants', 'Italian']"
GkxEw4VTC2eGUYQMf02pYQ,"['Sushi Bars', 'Japanese', 'Restaurants']"
xhi-ZpGTeShQCPyf9-hE5Q,"['American (New)', 'Comfort Food', 'Restaurants']"
xH5axHFadmc7Veutt376TA,"['Burgers', 'Fast Food', 'Restaurants']"
IURIbkgQgHXAgwX6hAgiNQ,"['Breakfast & Brunch', 'American (New)', 'Restaurants']"
MFPUNh29shXVupvIPl3VGA,"['Fast Food', 'Restaurants']"
00bhYDS5z8kMeE1tGwokGA,"['French', 'Restaurants']"
qXOAl1zrwUufSGlUWGvA2A,"['Greek', 'Italian', 'Pizza', 'Restaurants']"
WslFoIyLjK2kLLdwscRNlQ,"['Pakistani', 'Indian', 'Middle Eastern', 'Restaurants']"
vFaPBgGiocYc0f9rugZ5-w,['Restaurants']
1tGkGfrj2DdOLBnfOT2CRA,"['Steakhouses', 'Restaurants']"
-yTdxWCadi8Kn1H05getKQ,"['Puerto Rican', 'Bars', 'Latin American', 'Caribbean', 'Nightlife', 'Restaurants']"
rqBrt-xarQ-JQcAR2uMgmA,"['Indian', 'Restaurants']"
qt0Bh6qo2-zxMyFXExyt4g,"['Soup', 'Sandwiches', 'Salad', 'Restaurants']"
aBjgE5pLhtz4RGGR-IWpGA,"['Mexican', 'Restaurants']"
oY71G_AaKlF4Il-gt4L2OQ,"['American (New)', 'Restaurants']"
2hbyn_VXBL2dtuk15DhO3A,"['Pizza', 'Restaurants']"
CMtl40yu6s1vB0bOjP0C_w,"['Seafood', 'American (New)', 'Restaurants']"
yZwWJQmisOgR5r1hMaTGyg,"['Pubs', 'Bars', 'Steakhouses', 'Nightlife', 'Restaurants']"
2Yv6Tgb5mpoEo3_EIpKs3g,"['Bars', 'American (New)', 'Nightlife', 'Restaurants']"
yIXOZJQXHAw3Zp9mVqcPPQ,"['Mexican', 'Restaurants']"
qDqK9jnuIxgu9sNXzqkxBQ,"['Restaurants', 'Italian']"
bTMLV6_HVljV2EAMqJJhsg,"['Sushi Bars', 'Asian Fusion', 'Restaurants']"
ICMyfIu8_IZWnEd91kF1kQ,"['Arts & Entertainment', 'Restaurants']"
HaL5tXXySR9t46FYjsjNGQ,"['Gastropubs', 'American (Traditional)', 'Restaurants']"
Y2Lfzulh_D9nNcuH49UT4w,"['Sushi Bars', 'Japanese', 'Restaurants']"
RjMUBuL5XVoyrS58xxImqQ,"['Pizza', 'Buffets', 'Chicken Wings', 'Restaurants']"
OllL0G9Kh_k1lx-2vrFDXQ,"['Mexican', 'Restaurants']"
qGffC4h6UOTSkLhzjj59FQ,"['Mexican', 'Hawaiian', 'Restaurants']"
B9337ajJcmVBztIMAPUWAA,"['Pubs', 'Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
kfQM41MfS8sWV3j8Uerm9A,"['Indian', 'Pizza', 'Restaurants']"
VxVAiFfnw8mxXEdW7_MHgg,"['Pizza', 'Restaurants']"
fcZGdMZXZWNk5GmtNlrjoA,"['Breakfast & Brunch', 'Restaurants']"
15JZ0ME6eOtShdLctzfR6w,"['Pakistani', 'Indian', 'Restaurants']"
BcgeVKa6S48N2-U0IfM-VA,"['Bars', 'American (Traditional)', 'Food', 'Beer, Wine & Spirits', 'Nightlife', 'Sports Bars', 'Restaurants']"
r30VYBWT_oxfM3g9VXVbMA,"['Fast Food', 'Mexican', 'Restaurants']"
LoxjERmywCMMS6qkewovcQ,"['Hot Dogs', 'Restaurants']"
OWain9KWY-rr_dbE-OYPlw,"['Hawaiian', 'Barbeque', 'Chinese', 'Restaurants']"
7HYRFdeKs3BJShmOOHPBoA,"['Mexican', 'Restaurants']"
5QqSj-bHH2b4Ao7FQO90hw,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']"
ecJPRm8Nzx84IBmqI3Xy2w,"['Burgers', 'Fast Food', 'Restaurants']"
Qf69NC-7-ipZw43CBklwjw,"['Restaurants', 'Pizza', 'Italian']"
HPDhf68IVvvO7nX0iUVlxg,"['Delis', 'Pizza', 'Restaurants']"
XYMqQN2TDr9pUEsI8j571Q,"['Barbeque', 'Restaurants']"
qQjnoumX6T_pBH47Cx6MDA,"['Breakfast & Brunch', 'Restaurants']"
Jy8Rsu_G-3UNNun45hALoA,"['Food', 'Bubble Tea', 'Asian Fusion', 'Barbeque', 'Restaurants']"
1PM40DbmTVCNgENzZfs1kg,"['Fast Food', 'Mexican', 'Restaurants']"
uyg5_fHXJe837GXd-4yiSQ,"['Bars', 'Sports Bars', 'Nightlife', 'American (New)', 'Chicken Wings', 'Restaurants']"
GYFQk4T2itW5O8lFocAzOA,"['Burgers', 'Breakfast & Brunch', 'Vegetarian', 'Restaurants']"
OVjs6oiUxmpXEvXqlGciMQ,"['Falafel', 'Greek', 'Mediterranean', 'Restaurants']"
r8CwFUEQtL8gAT9KHnNhuw,"['American (Traditional)', 'Restaurants']"
6EJGBWDGwZb64x5z7XTxmA,"['Fast Food', 'Sandwiches', 'Restaurants']"
9Pbnv_g2ymNTpsNH8Lnk-g,"['Sandwiches', 'Bars', 'Nightlife', 'Salad', 'Restaurants']"
S6eiUjhWcHb3-9wyawWy5Q,"['Pizza', 'Barbeque', 'Restaurants']"
ZghK9ccC6O_awtBdRHHF3w,"['Food', 'Grocery', 'Indian', 'Halal', 'Restaurants']"
MITa9f_DF6F_dVr1Dyk6Qw,"['Pakistani', 'Indian', 'Restaurants']"
7hGWbsOX4xFCID612gJPXQ,"['Buffets', 'Southern', 'Restaurants']"
627omkJdFestJO-Fv1u-9Q,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']"
AO3nJB2oYebH1lM8a6n-qQ,"['Restaurants', 'Italian']"
